iteration,exploitability,time_elapsed,memory_mb,iters_per_sec,convergence_rate
0,35.447916666666664,0.4954376220703125,108.5078125,0.0,
100,8.220253263873175,3.6378626823425293,108.5078125,27.488668136205458,76.81033460676389
200,7.629180266867862,6.7295167446136475,108.5078125,29.719816086360346,7.190447520674257
250,7.6425875904859115,8.5831937789917,108.5078125,29.126687155998063,-0.17573740754659053
